"Financial Year","Return Type","Name","Creditor Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Amount owed","Financial or Non-financial institution"
"2009-2010","Associated Entity Return","Australian Services Union of NSW & ACT (Services) Branch","Australian Taxation Office","PO Box 1793","","Penith","NSW","1793","143539","Non-financial"
"2009-2010","Associated Entity Return","Australian Services Union of NSW & ACT (Services) Branch","St George Finance","George Street","","Sydney","NSW","2000","107271","Financial"
"2009-2010","Associated Entity Return","Australian Services Union SA - NT Branch","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","76108","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union - National Office","AWU Greater NSW Branch","PO Box 20","","Granville","NSW","2142","15331","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union - National Office","AWU Queensland Branch","GPO Box 88","","Brisbane","QLD","4001","60732","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union - National Office","AWU Tasmania Branch","PO Box 129","","North Hobart","TAS","7002","11612","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union - National Office","AWU Victoria Office","685 Spencer Street","","Melbourne","VIC","3003","30856","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union - National Office","AWU Western Australia","Level 4","25 Barrack Street","Perth","WA","6000","42358","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union WA Branch","Australian Taxation Office","Deputy Commissioner of Taxation","Locked Bag 1936","ALBURY","NSW","1936","60053","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union WA Branch","AWU Alcoa Pinjarra Site Fund","C/- Frank Van-Maris","27 Alderson Street","PINJARRA","WA","6208","11559","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union WA Branch","AWU All Sites Fund Alcoa","C/- A. Hacking (Convenor)","75 Triton Ave","WAIKIKI","WA","6169","20217","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union WA Branch","AWU NATIONAL OFFICE","Level 10,","377-383 Sussex Street","SYDNEY SOUTH","NSW","2000","59133","Non-financial"
"2009-2010","Associated Entity Return","Australian Workers Union WA Branch","Employee Entitlements","Various","","Various","WA","6000","140323","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","AUSTRALIAN TAXATION OFFICE","LOCKED BAG 1793","","PENRITH","NSW","1793","421061","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","BENSON HOUSE TRADING","PO BOX 1746","","STRAWBERRY HILLS  ","NSW","2012","15312","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","CANON FINANCE AUSTRALIA PL","PO BOX  313","","NORTH RYDE ","QLD","1670","12913","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","CEPU ELECTRICAL DIVISION","41 PEEL STREET","","SOUTH BRISBANE ","QLD","4101","47481","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","CITY FORD - NSW","GPO BOX 5452","","SYDNEY ","NSW","2000","41480","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","COVERFORCE INSURANCE BROKING","PO BOX 7899","","BAULKHAM HILLS BC ","NSW","2153","14486","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","COVERFORCE INSURANCE BROKING","PO BOX 7899","","BAULKHAM HILLS BC","NSW","2153","15796","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","COVERFORCE PTY LTD","PO BOX 7899","","BAULKHAM HILLS BC ","VIC","2153","14774","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","ESSENTIAL MEDIA COMMUNICATIONS","PO BOX 242","","CARLTON SOUTH  ","VIC","3053","27745","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","ESSENTIAL MEDIA COMMUNICATIONS","PO BOX 242","","CARLTON SOUTH  ","VIC","3053","20378","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","G & G TRADE PUBLISHING & DIST","128 RUPERT STREET","","COLLINGWOOD","NSW","3066","14668","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","G & G TRADE PUBLISHING & DIST","128 RUPERT STREET","","COLLINGWOOD ","VIC","3066","17787","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","GIO WORKERS COMPENSATION (NSW)","GPO BOX 3915","","SYDNEY  NSW  ","NSW","2001","16000","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","SLATER & GORDON LAWYERS","GPO BOX 4864","","MELBOURNE","VIC","3000","30598","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","TAYLOR & SCOTT SOLICITORS","LV2 287 ELIZABETH STREET","","SYDNEY ","NSW","2000","14569","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","TELSTRA","GPO BOX 9901","","MELBOURNE ","VIC","3001","28424","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","TELSTRA","GPO BOX 9901","","MELBOURNE ","VIC","3001","28424","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","VIC ROADS","GPO BOX 1644N","","MELBOURNE ","VIC","3000","36198","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","VICTORIAN TRADES HALL COUNCIL","BOX 93 TRADE HALL VICTORIA ST","","CARLTON SOUTH  ","VIC","3053","14123","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","VICTORIAN TRADES HALL COUNCIL","BOX 93 TRADE HALL VICTORIA ST","","CARLTON SOUTH  ","VIC","3053","11575","Non-financial"
"2009-2010","Associated Entity Return","Automotive Food Metals Engineering Printing & Kindred Ind. Union","VICTORIAN TRADES HALL COUNCIL","BOX 93 TRADE HALL VICTORIA ST","","CARLTON SOUTH  ","VIC","3053","28820","Non-financial"
"2009-2010","Associated Entity Return","AWU - Australian Workers Union (Tasmanian Branch)","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","24733","Non-financial"
"2009-2010","Associated Entity Return","AWU Port Kembla Branch","Provision for Officials for Annual leave and long service leave","PO Box 1506","","WOLLONGONG","NSW","2500","396342","Non-financial"
"2009-2010","Associated Entity Return","AWU Port Kembla Branch","Provision for staff for Annual leave and long service leave","PO Box 1506","","WOLLONGONG","NSW","2500","133265","Non-financial"
"2009-2010","Associated Entity Return","Bunori Pty Limited","Deputy Commissioner of Taxation","Locked Bag 1936","","Albury","NSW","1936","26926","Non-financial"
"2009-2010","Associated Entity Return","Bunori Pty Limited","Liberal Properties Limited","Locked Bag 2","","KINGS CROSS","NSW","1340","1722252","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Actew AGL Water & Sewerage","Locked Bag 465","","CANBERRA","ACT","2601","18036","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","AFL Canberra Limited","PO Box 3759","","MANUKA","ACT","2603","18333","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Aon Risk Services Australia Limited","GPO Box 3668","","SYDNEY","NSW","2001","45100","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Aristocrat","PO Box 361","","NORTH RYDE BC","NSW","1670","103824","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","ATO","GPO Box 2669","","CANBERRA","ACT","2601","24932","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Australian Liquor Marketers","PO Box 1188","","BROWNS PLAINS BC","QLD","4118","45585","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","CB Richard Ellis Pty Ltd","GPO Box 597","","BRISBANE","QLD","4001","16908","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Clubplus ACT","Locked Bag 5007","","PARRAMATTA","NSW","2124","40787","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Coolchilli","5 Lincoln Close","","CHAPMAN","ACT","2611","19365","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Fosters Australia Limited","GPO Box 4050","","SYDNEY","NSW","2001","40312","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","International Game Technology","PO Box 537","","MASCOT","NSW","1460","220950","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Konami Australia","PO Box 322","","BOTANY","NSW","1455","42460","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","LJ Hooker","GPO Box 233","","CANBERRA CITY","ACT","2601","34128","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Peter Funnell Entertainment","PO Box 84","","LATHAM","ACT","2615","13068","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Point Project Management","1st Floor, North Wing","218 Northbourne Avenue","BRADDON","ACT","2612","21124","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Ricmar Commercial Furniture & Upholstery","PO Box 7068","","WETHERILL PARK","NSW","2164","86691","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Rolfe Property Services Pty Ltd","PO Box 161","","FYSHWICK","ACT","2609","15619","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Sanyo Office Machines","Private Bag 4001","","CHATSWOOD","NSW","2057","23202","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","SNP Security","PO BOx 601","","WEST RYDE","NSW","1685","65229","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Speedy's Discount Flyers","2/18 Marou Place","","NGUNNAWAL","ACT","2913","11764","Non-financial"
"2009-2010","Associated Entity Return","Canberra Labor Club Limited","Trojan Hospitality ACT","45 Whyalla Street","","FYSHWICK","ACT","2609","15803","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Alliance Equipment Finance Pty Ltd","Level 3 68 Waterloo Road","","NORTH RYDE","NSW","2113","16659","Financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Amercian Express Australia Limited","GPO Box 3757","","Sydney ","NSW","2001","13675","Financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","AMP Life Limited","Locked Bag 5400","","PARRAMATTA","NSW","1741","12657","Financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Arthur Edward Harvey","PO Box 155","","NEWDEGATE","WA","6355","57043","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Australian Taxation Office ","Locked Bag 1936","","Albury","NSW","1936","16438","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","CJ & JP Pepper Superannuation Fund","59 Harper St","","Beverley","WA","6304","19726","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Colin Horne","P O Box 376","","Coburg","VIC","3058","164604","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","De Lage Landen Pty Ltd","GPO Box 1540","","SYDNEY","NSW","2001","14648","Financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Grahame Francis Sudholz and Judith Faye Sudholz","319 Sudholz Rd","","ALDERSYDE","WA","6306","37326","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Ivo Medic","94 Newlands Rd","","COBURG NORTH","VIC","3058","25496","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Jean McClung","166 Mattons Rd","","AVONDALE","QLD","4670","13569","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Judith Faye Sudholz ","319 Sudholz Rd","","ALDERSYDE","WA","6306","151454","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Konica Minolta Business Solutions Australia Pty Ltd ","GPO Box 3660","","SYDNEY","NSW","2001","37119","Financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","MaCALLUM INVESTMENT TRUST","36 Mullumbimby Rd","","BRUNSWICK HEADS","NSW","2483","35794","Non-financial"
"2009-2010","Associated Entity Return","CEC Australia (Services) Pty Ltd","Patricia Ledwell","312 Park St","","NEW TOWN","TAS","7008","17255","Non-financial"
