"Event","Media ID","Name","Business Name","Return Type","Address Line 1","Address Line 2","Suburb","State","Postcode","Total Amount"
"2001 Federal Election","4901","Banana Bulletin","Banana Bulletin","Publisher","PO Box 468","","MULLUMBIMBY","NSW","2482","0"
"2001 Federal Election","4462","Bankstown Canterbury Torch","Torch Publishing Company","Publisher","PO BOX 113","","BANKSTOWN","NSW","2200","0"
"2001 Federal Election","4053","Barfly Magazine","Barfly","Publisher","PO Box 6778","","CAIRNS","QLD","4870","510"
"2001 Federal Election","4054","Barosssa & Light Herald","Barossa News","Publisher","PO Box 43","","TANUNDA","SA","5352","3093"
"2001 Federal Election","84","Barraba Gazette","SC & KM Hawkins","Publisher","PO Box 95","","BARRABA","NSW","2347","0"
"2001 Federal Election","85","Barrier Daily Truth","Barrier Daily Truth","Publisher","PO Box 453","","BROKEN HILL","NSW","2880","2153"
"2001 Federal Election","1531","Bay Post","Rural Press","Publisher","PO Box 411","","BATEMANS BAY","NSW","2536","2803"
"2001 Federal Election","4952","Bayside and Northern Suburbs Star","Southern Cross Newspapers Pty Ltd","Publisher","Po Box 420","","SANDGATE","QLD","4017","35303"
"2001 Federal Election","380","Bayside Bulletin","Regional Publishers of Queensland","Publisher","PO Box 191","","CLEVELAND","QLD","4163","14023"
"2001 Federal Election","4115","Bayside Leader","Leader Community Newspapers","Publisher","PO Box 185","","BLACKBURN","VIC","3130","1052"
"2001 Federal Election","4469","BCV & GLV","Southern Cross Communications (t/a Ten Victoria)","Broadcaster","Private Bag 10","","DICKSON","ACT","2602","122998"
"2001 Federal Election","3060","BDAV News","Assignments Australia Pty Ltd","Publisher","Po Box 1419","","DONCASTER EAST","VIC","3109","0"
"2001 Federal Election","4051","Beat Magazine","Rob Furst Promotions","Publisher","3 Newton St","","RICHMOND","VIC","3121","0"
"2001 Federal Election","4559","Beau FM 101.5","Beaudesert Community Radio Group Inc","Broadcaster","PO Box 235","","BEAUDESERT","QLD","4285","200"
"2001 Federal Election","401","Beaudesert Times","Beaudesert Times Pty Ltd","Publisher","PO Box 99","","BEAUDESERT","QLD","4285","1135"
"2001 Federal Election","3190","Bedrock","NSW/ACT Independent Education Union","Publisher","GPO Box 116","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","1145","Bega District News","Rural Press Regional Media","Publisher","PO Box 122","","BEGA","NSW","2550","5243"
"2001 Federal Election","4659","Bellingen Shire Courier Sun","","Publisher","PO Box 280","","BELLINGEN","NSW","2454","0"
"2001 Federal Election","294","Benalla Ensign","Macpherson Press Pty Ltd","Publisher","PO Box 521","","BENALLA","VIC","3672","2180"
"2001 Federal Election","1557","Bendigo Advertiser","Bendigo Advertiser & Independant P/L","Publisher","PO Box 61","","BENDIGO","VIC","3550","23482"
"2001 Federal Election","4194","Bendigo Weekly","Bendigo Publishing Pty Ltd","Publisher","PO Box 324","","BENDIGO","VIC","3552","6004"
"2001 Federal Election","1185","Berwick Leader","Leader Newspaper Group","Publisher","68a High Street","","CRANBOURNE","VIC","3977","2872"
"2001 Federal Election","226","Berwick News","South East Newspapers Pty Ltd","Publisher","PO Box 9","","PAKENHAM","VIC","3810","1910"
"2001 Federal Election","2692","Best Bets","On Notice Pty Ltd","Publisher","12 Strathablyn Street","","KEW EAST","VIC","3102","0"
"2001 Federal Election","3670","Big Rigs","Australian Provincial Newspapers","Publisher","260 Brisbane Street","","IPSWICH","QLD","4305","0"
"2001 Federal Election","4162","BKN7","Broken Hill Television Ltd","Broadcaster","PO Box 305","","PORT PIRIE","SA","5540","14251"
"2001 Federal Election","43","Blacktown Advocate","Cumberland Newspaper Group","Publisher","152-154 Macquarie Street","","PARRAMATTA","NSW","2150","3511"
"2001 Federal Election","4793","Blacktown City Sun","Fairfax Community Newspapers","Publisher","7017 Private Locked Bag","","LIVERPOOL","NSW","2170","5840"
"2001 Federal Election","4057","Blackwater Herald","Blackwater Herald CQ News","Publisher","PO Box 73","","BLACKWATER","QLD","4717","273"
"2001 Federal Election","4660","Blitz Magazine","","Publisher","PO Box 4075","","MULGRAVE","VIC","3170","0"
"2001 Federal Election","1149","Blue Mountains Gazette","Mountain Press Pty Ltd","Publisher","PO Box 21","","SPRINGWOOD","NSW","2777","32267"
"2001 Federal Election","4661","Blues Country Magazine","","Publisher","PO Box 312","","FORTITUDE VALLEY","QLD","4006","0"
"2001 Federal Election","2030","BMA","Bands Music Action","Publisher","Po Box 713","","CIVIC SQUARE PRIVATE BOXES","ACT","2608","2625"
"2001 Federal Election","1150","Bombala Times","Rural Press Pty Ltd","Publisher","106 Maybe Street","","BOMBALA","NSW","2632","1806"
"2001 Federal Election","1151","Boorowa News","Boorowa News","Publisher","PO Box 5","","BOOROWA","NSW","2586","1061"
"2001 Federal Election","489","Border Chronicle","Border Chronicle Pty Ltd","Publisher","PO Box 20","","BORDERTOWN","SA","5268","0"
"2001 Federal Election","4076","Border Mail","Border Mail Pty Ltd","Publisher","PO Box 491","","WODONGA PRIVATE BOXES","VIC","3689","57478"
"2001 Federal Election","4073","Border Watch","The Border Watch Pty Ltd","Publisher","PO Box 309","","MOUNT GAMBIER","SA","5290","1215"
"2001 Federal Election","406","Bowen Independent","North Queensland Newspaper Company Ltd","Publisher","PO Box 539","","BOWEN","QLD","4805","2818"
"2001 Federal Election","2777","Bowls Alive","Royal NSW Bowling Association","Publisher","Po Box A2186","","SYDNEY SOUTH","NSW","2000","0"
"2001 Federal Election","2081","Brahman News","Australian Brahman Breeders Association Ltd","Publisher","Po Box 796","","ROCKHAMPTON","QLD","4700","0"
"2001 Federal Election","4860","Braidwood FM","Braidwood FM Inc","Broadcaster","PO Box 230","","BRAIDWOOD","NSW","2622","0"
"2001 Federal Election","3511","Brake & Suspension","Auto Media Pty Ltd","Publisher","Po Box 303","","FAIRY MEADOW","NSW","2519","0"
"2001 Federal Election","1555","Bribie Weekly","Sunshine Coast Newspaper Pty Ltd","Publisher","Newspaper Place","","MAROOCHYDORE","QLD","4558","3717"
"2001 Federal Election","1548","Brimbank Messenger","Leader Newspaper Group","Publisher","PO Box 114","","GLENROY","VIC","3046","5536"
"2001 Federal Election","4748","Brisbane City News","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","7892"
"2001 Federal Election","1717","Brisbane Valley - Kilcoy Sun","Boonah Newspaper Co","Publisher","PO Box 8","","BOONAH","QLD","4310","0"
"2001 Federal Election","4273","Briz 31 Television","Briz 31 Inc","Broadcaster","PO Box 3138","","SOUTH BRISBANE","QLD","4101","0"
"2001 Federal Election","3781","Broadcast","Greening Australia (ACT & SE NSW) Inc","Publisher","Po Box 538","","JAMISON CENTRE","ACT","2614","0"
"2001 Federal Election","4557","Broadcast Operations","Radio 2SM Pty Ltd","Broadcaster","PO Box 1269","","PYRMONT","NSW","2009","19750"
"2001 Federal Election","4463","B-Rock (2BXS)","Bathurst Broadcasters Pty Ltd","Broadcaster","PO Box 310","","BATHURST","NSW","2795","3910"
"2001 Federal Election","1031","Broome Advertiser","Albany Advertiser Pty Ltd","Publisher","PO Box 5168","","ALBANY","WA","6330","0"
"2001 Federal Election","4124","Brunswick Leader","Leader Community Newspapers","Publisher","PO Box 185","","BLACKBURN","VIC","3130","145"
"2001 Federal Election","4666","BRW","","Publisher","469 La Trobe Street","","MELBOURNE","VIC","3000","0"
"2001 Federal Election","4370","BTQ7","Brisbane TV Ltd","Broadcaster","Sir Samuel Griffith Drive","","MOUNT COOT-THA","QLD","4066","809460"
"2001 Federal Election","2872","Bullsheet","James Cook University Student Union","Publisher","Po Box 1","Att Media Co-Ordinator","JAMES COOK UNIVERSITY","QLD","4811","0"
"2001 Federal Election","545","Bunbury Mail","Rural Press Regional Media (WA) Pty Ltd","Publisher","PO Box 8","","COLLIE","WA","6225","2081"
"2001 Federal Election","4240","Bundaberg Guardian","Bundaberg Newspaper Co. Pty Ltd","Publisher","22 - 24","Targo St","BUNDABERG","QLD","4670","5066"
"2001 Federal Election","4238","Bundaberg Newsmail","Bundaberg Newspaper Co Pty Ltd","Publisher","22 - 24","Targo st","BUNDABERG","QLD","4670","30042"
"2001 Federal Election","4055","Bunyip Newspaper","JL & CK Barnet & Nominees","Publisher","PO Box 160","","GAWLER","SA","5118","3354"
"2001 Federal Election","4861","Burnett River Radio 91.5 FM","Central Burnett Community Radio Inc","Broadcaster","PO Box 915","","GAYNDAH","QLD","4625","0"
"2001 Federal Election","2600","Bushdriver","Ric Williams & Associates Pty Ltd","Publisher","25 Valley Park Crescent","","TURRAMURRA","NSW","2074","0"
"2001 Federal Election","1914","Business Advocate","Chamber of Commerce & Industry of WA","Publisher","Po Box 6209","","EAST PERTH PRIVATE BOXES","WA","6892","0"
"2001 Federal Election","3733","Business Forum","Victorian Employers' Chamber of Commerce and Industry","Publisher","Po Box 21","","HAWTHORN","VIC","3122","0"
"2001 Federal Election","4785","Business Life","Business SA","Publisher","136 Greenhill Rd","","UNLEY","SA","5061","0"
"2001 Federal Election","2601","Business Motoring","Phoenix Magazines","Publisher","Locked Bag 26","","SOUTH MELBOURNE","VIC","3205","0"
"2001 Federal Election","4907","Business Newfile","Jared Publishing","Publisher","PO Box 51","","MITCHAM","VIC","3132","0"
"2001 Federal Election","1917","Business News","News Illustrated","Publisher","PO Box 50","","NORTHBRIDGE PRIVATE BOXES","WA","6865","0"
"2001 Federal Election","3735","Businews & e-com Brief","Export & Commercial Research Services Pty Ltd","Publisher","Po Box 75","","DEAKIN","ACT","2600","0"
"2001 Federal Election","4267","Busselton Dunsborough Mail","Rural Press Regional Media (WA) P/L","Publisher","Po Box 8","","COLLIE","WA","6225","1294"
"2001 Federal Election","4062","Busselton-Margaret Times","South West Printing & Publishing Co.","Publisher","PO Box 5001","","BUNBURY","WA","6230","1640"
"2001 Federal Election","4202","Byron Shire Echo","Echo Publications Pty Ltd","Publisher","6 Village Way","","MULLUMBIMBY","NSW","2482","15497"
"2001 Federal Election","1155","Byron Shire News","Byron Shire News Pty Ltd","Publisher","PO Box 139","","BYRON BAY","NSW","2481","3881"
"2001 Federal Election","4236","c91.3 FM","Campbelltown Radio Pty Ltd","Broadcaster","Locked Bag 8800","","SOUTH COAST MAIL CENTRE","NSW","2521","17039"
"2001 Federal Election","1225","Caboolture Shire Herald","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","4287"
"2001 Federal Election","4964","Caboottvie Near North Coast News","","Publisher","Po Box 56","","MAROOCHYDORE","QLD","4558","9379"
"2001 Federal Election","4490","Cadence FM 99.3","Cadence FM Inc","Broadcaster","PO Box 124","","SOUTH HOBART","TAS","7004","0"
"2001 Federal Election","1719","Cairns Post","Cairns Post Pty Ltd","Publisher","22-24 Abbott Street","","CAIRNS","QLD","4870","17463"
"2001 Federal Election","1604","Cairns Sun","News Ltd","Publisher","127 Anderson Street","","MANUNDA","QLD","4870","4044"
"2001 Federal Election","142","Camden Haven Courier","Hodgkinson and Regional Publishers","Publisher","PO Box 185","","LAURIETON","NSW","2443","870"
"2001 Federal Election","3017","Campaign Brief (National)","Campaign Brief Pty Ltd","Publisher","259 Miller Street","","NORTH SYDNEY","NSW","2060","0"
"2001 Federal Election","937","Campaspe Valley News","Rochester Irrigator Pty Ltd","Publisher","PO Box 59","","ROCHESTER","VIC","3561","0"
"2001 Federal Election","299","Camperdown Chronicle","Western District Newspapers Pty Ltd","Publisher","PO Box 189","","CAMPERDOWN","VIC","3260","0"
"2001 Federal Election","2602","CAMS Report","CAMS Limited","Publisher","Po Box 147","","CAULFIELD EAST","VIC","3145","0"
"2001 Federal Election","3886","Canberra Doctor","Australian Medical Association - ACT Branch","Publisher","Po Box 560","","CURTIN","ACT","2605","0"
"2001 Federal Election","4060","Canning Times Community","Community Newspaper Group","Publisher","886","Canning Hwy","APPLECROSS","WA","6153","47655"
"2001 Federal Election","3343","Canteen News","Sterling Media Pty Ltd","Publisher","Po Box 6104","","PARRAMATTA","NSW","2150","0"
"2001 Federal Election","4246","Capricorn Coast Mirror","Capricornia Newspapers Pty Ltd","Publisher","Evia Building","Normanby St","YEPPOON","QLD","4703","3175"
"2001 Federal Election","4247","Capricorn Local News","Capricornia Newspapers Pty Ltd","Publisher","PO BOX 397","","ROCKHAMPTON","QLD","4700","2055"
"2001 Federal Election","4371","Casterton News","Spectator Observer Partnership","Publisher","Box 416","","HAMILTON","VIC","3300","1157"
"2001 Federal Election","4482","Castlemaine Mail","Elliot Midland Newspapers Pty Ltd","Publisher","PO BOX 227","","CASTLEMAINE","VIC","3450","2139"
"2001 Federal Election","1467","Catholic Observer","Diocesan Publications","Publisher","PO Box 246","","BATHURST","NSW","2795","0"
"2001 Federal Election","2714","Catholic Outlook","atholic Diocese of Parramatta","Publisher","Po Box 6644","","PARRAMATTA","NSW","2150","0"
"2001 Federal Election","2715","Catholic Voice","Archdiocese of Canberra & Goulburn","Publisher","Po Box 3089","","CANBERRA","ACT","2601","0"
"2001 Federal Election","4125","Caulfield Port Phillip","Leader Community Newspapers","Publisher","Po Box 185","","BLACKBURN","VIC","3130","4153"
"2001 Federal Election","4670","CBFCA","","Publisher","PO Box 303","","HAMILTON","QLD","4007","0"
"2001 Federal Election","4018","CBN","Prime Telvision Pty Ltd","Broadcaster","PO Box 878","","DICKSON","ACT","2602","280330"
"2001 Federal Election","441","Central & North Burnett Times","South Burnett Times Pty Ltd","Publisher","PO Box 312","","KINGAROY","QLD","4610","2184"
"2001 Federal Election","1765","Central Coast Courier","","Publisher","PO Box 44","","ORFORD","TAS","7190","0"
"2001 Federal Election","4296","Central Coast Sun Weekly Newspaper","Newcastle Newspapers","Publisher","Locked Bag 32","","GOSFORD","NSW","2250","11835"
"2001 Federal Election","3966","Central Midlands & Coastal Advocate","Rural Press Regional Media (WA) Pty Ltd","Publisher","PO Box 8","","COLLIE","WA","6225","1856"
"2001 Federal Election","4209","Central Queensland Country","Rural Press Queensland P/L","Publisher","PO BOX 586","","CLEVELAND","QLD","4163","3327"
"2001 Federal Election","1226","Central Queensland News","Central Qld  News Publishing Company Pty Ltd","Publisher","PO Box 259","","EMERALD","QLD","4720","2812"
"2001 Federal Election","4763","Central Telegraph","Central Telegraph","Publisher","Box 120","","BILOELA","QLD","4715","3351"
"2001 Federal Election","4862","Central Victorian Gospel Radio","Central Victorian Gospel Radio Inc","Broadcaster","PO Box 101","","HARCOURT","VIC","3453","0"
"2001 Federal Election","176","Central Western Daily","Regional Publishers Pty Ltd","Publisher","PO Box 321","","ORANGE","NSW","2800","4521"
"2001 Federal Election","4506","Centralian Advocate","Nationwide News","Publisher","PO BOX 2254","","ALICE SPRINGS PRIVATE BOXES","NT","0871","13480"
"2001 Federal Election","4483","CFM","Darling Downs Radio Centre","Broadcaster","PO Box 111","","TOOWOOMBA","QLD","4350","1912"
"2001 Federal Election","1985","Chain Reaction","Friends of the Earth Australia","Publisher","Po Box 222","","FITZROY","VIC","3065","0"
"2001 Federal Election","4578","Channel 31","RTV (Renaissance TV)","Broadcaster","470 Collins St","","MELBOURNE","VIC","3000","5000"
"2001 Federal Election","4863","Charlton Visitor Radio","Charlton Forum","Broadcaster","c/- 6 Fanning St","","CHARLTON","VIC","3525","0"
"2001 Federal Election","3012","Charter","Institute of Chartered Accountants in Australia","Publisher","GPO Box 3921","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","4671","Chartered Secretaries","","Publisher","GPO Box 1594","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","2716","Checkpoint","Church Missionary Society Australia Inc","Publisher","93 Bathurst Street","","SYDNEY","NSW","2000","0"
"2001 Federal Election","4926","Chelsea Independent","The Independent News Group","Publisher","PO Box 320","","HASTINGS","VIC","3915","1023"
