"Event","Media ID","Name","Business Name","Return Type","Advertiser","Advertiser Type","Date Run","Amount"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Citizens Electoral Council of Australia","Party","29/09/2004","580"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Citizens Electoral Council of Australia","Party","06/10/2004","580"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Gordon Stevens Studio Ind","Third Party","06/10/2004","977"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","22/09/2004","185"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","29/09/2004","743"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","The Australian Greens - Victoria","Party","06/10/2004","329"
"2004 Federal Election","1665","Sunday Herald Sun","Herald & Weekly Times Ltd","Publisher","Australian Automobile Association","Third Party","26/09/2004","13630"
"2004 Federal Election","4688","Sunday Mail","Advertiser Newspapers Ltd","Publisher","Ex-Service, Service & Veterans Party","Party","26/09/2004","294"
"2004 Federal Election","4688","Sunday Mail","Advertiser Newspapers Ltd","Publisher","Ex-Service, Service & Veterans Party","Party","02/10/2004","2068"
"2004 Federal Election","4688","Sunday Mail","Advertiser Newspapers Ltd","Publisher","STANKO, Andrew Peter","Candidate","26/09/2004","981"
"2004 Federal Election","574","Sunday Tasmanian","Davies Brothers Limited","Publisher","Christian Democratic Party (Fred Nile Group)","Party","05/09/2004","251"
"2004 Federal Election","574","Sunday Tasmanian","Davies Brothers Limited","Publisher","Christian Democratic Party (Fred Nile Group)","Party","12/09/2004","308"
"2004 Federal Election","574","Sunday Tasmanian","Davies Brothers Limited","Publisher","OTTAVI, Dino","Candidate","03/10/2004","386"
"2004 Federal Election","588","Sunday Territorian","News Ltd","Publisher","CROSSIN, Patricia Margaret","Candidate","03/10/2004","89"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","BURBIDGE, John West","Candidate","06/10/2004","354"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","BURBIDGE, John West","Candidate","08/10/2004","354"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","Liberal Party of Australia (Victorian Division)","Party","02/10/2004","426"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","Liberal Party of Australia (Victorian Division)","Party","08/10/2004","393"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","15/09/2004","188"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","18/09/2004","950"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","20/09/2004","792"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","22/09/2004","792"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","25/09/2004","403"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","29/09/2004","188"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","01/10/2004","792"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","02/10/2004","403"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","06/10/2004","188"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","National Party of Australia - Victoria","Party","08/10/2004","320"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","The Australian Greens - Victoria","Party","06/10/2004","191"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","The Australian Greens - Victoria","Party","08/10/2004","274"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","03/05/2004","1200"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","03/05/2004","1200"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","03/05/2004","1200"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","03/05/2004","1200"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","03/05/2004","1200"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","03/10/2004","1200"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","08/10/2004","450"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","NORRIS, David Albert","Candidate","02/10/2004","457"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","NORRIS, David Albert","Candidate","07/10/2004","369"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","NORRIS, David Albert","Candidate","08/10/2004","369"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","SLIPPER, Peter Neil","Candidate","08/10/2004","6325"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","SLIPPER, Peter Neil","Candidate","09/10/2004","967"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","SMITH, Judith Ann","Candidate","02/10/2004","1066"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","SOMLYAY, Alexander Michael","Candidate","06/10/2004","2900"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","08/09/2004","362"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","15/09/2004","362"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","22/09/2004","362"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","29/09/2004","687"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","06/10/2004","687"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Liberal Party of Australia - Queensland Division","Party","15/09/2004","5500"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Liberal Party of Australia - Queensland Division","Party","29/09/2004","5500"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","Liberal Party of Australia - Queensland Division","Party","06/10/2004","5500"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","The Greens NSW","Party","06/10/2004","271"
"2004 Federal Election","5208","Sunshine Northwest Advocate","Fairfax Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","14/09/2004","267"
"2004 Federal Election","5208","Sunshine Northwest Advocate","Fairfax Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","21/09/2004","267"
"2004 Federal Election","5208","Sunshine Northwest Advocate","Fairfax Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","28/09/2004","594"
"2004 Federal Election","5208","Sunshine Northwest Advocate","Fairfax Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","05/10/2004","1188"
"2004 Federal Election","5208","Sunshine Northwest Advocate","Fairfax Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","05/10/2004","57915"
"2004 Federal Election","4991","Sussex Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","Liberal Party of Australia, NSW Division","Party","15/09/2004","406"
"2004 Federal Election","4991","Sussex Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","Liberal Party of Australia, NSW Division","Party","22/09/2004","406"
"2004 Federal Election","4991","Sussex Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","Liberal Party of Australia, NSW Division","Party","29/09/2004","381"
"2004 Federal Election","4991","Sussex Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","Liberal Party of Australia, NSW Division","Party","29/09/2004","406"
"2004 Federal Election","4991","Sussex Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","Liberal Party of Australia, NSW Division","Party","06/10/2004","152"
"2004 Federal Election","5366","Sydney City Courier","FPC Courier Newspapers","Publisher","Australian Labor Party (N.S.W. Branch)","Party","29/09/2004","448"
"2004 Federal Election","5366","Sydney City Courier","FPC Courier Newspapers","Publisher","Australian Labor Party (N.S.W. Branch)","Party","06/10/2004","448"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Australian Labor Party (ALP)","Party","07/10/2004","62617"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Australian Labor Party (ALP)","Party","08/10/2004","62617"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Australian Labor Party (ALP)","Party","09/10/2004","71098"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","23/09/2004","2116"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","28/09/2004","6256"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","04/10/2004","10352"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","07/10/2004","6256"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","07/10/2004","6256"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","08/10/2004","11731"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Liberal Party of Australia","Party","07/10/2004","34003"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Liberal Party of Australia","Party","08/10/2004","34003"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","Liberal Party of Australia","Party","09/10/2004","42898"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","The Greens NSW","Party","16/08/2004","2500"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","The Greens NSW","Party","16/08/2004","2500"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","The Greens NSW","Party","25/09/2004","12340"
