"Event","Return Type (Candidate/Senate Group)","Name","Party ID","Party Name","Electorate Name","Electorate State","Nil Return","Amendment No","Total Gift Value","Number Of Donors","Total Electoral Expenditure","Discretionary Benefits Received"
"2010 Federal election","Candidate","HALL, Jill","50","Australian Labor Party (N.S.W. Branch)","Shortland","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HALLETT, Jonathan David","32","Australian Greens","Perth","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAMBIDES, Zacharias Spyros","197","Socialist Equality Party","Kingsford Smith","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAMBOUR, Bruce Jacob","152","Family First Party","Port Adelaide","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAMMOND, Timothy Jerome","53","Australian Labor Party (Western Australian Branch)","Swan","WA","N","0","0","0","52020","0"
"2010 Federal election","Candidate","HANCOCK-MILLS, Diane Joyce","152","Family First Party","Flynn","QLD","N","0","0","0","15739","0"
"2010 Federal election","Candidate","HANNA, Rachel Ann","152","Family First Party","Aston","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARDIE, Denise Heather","32","Australian Greens","Canning","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARGRAVE, Jennifer Jane","32","Australian Greens","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARKER, Rhianna Kate","24","Country Liberal Party (NT)","Northern Territory","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARRIS, Peter Christopher","215","Secular Party of Australia","Jagajaga","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARRISON, Daniel Thomas","152","Family First Party","Casey","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARTLEY, Matthew","","Independent","Richmond","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARTMAN, Wayne Paul James","194","Non-Custodial Parents Party (Equal Parenting)","Throsby","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HARTSUYKER, Luke","37","National Party of Australia - N.S.W.","Cowper","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HASSAN, Darren Mark","5","Australian Democrats","Wakefield","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HATFIELD DODDS, Linda Carolyn","32","Australian Greens","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAWKE, Alexander George","46","Liberal Party of Australia, NSW Division","Mitchell","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAWKINS, Trent Ashley","190","Socialist Alliance","Wills","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAY, Alan","37","National Party of Australia - N.S.W.","Throsby","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAYES, Christopher Patrick","50","Australian Labor Party (N.S.W. Branch)","Fowler","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAYWARD, William Lewis","","Independent","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HEAD, Michael Owen","197","Socialist Equality Party","Fowler","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HEALY, Helen Catherine","32","Australian Greens","Mallee","VIC","N","0","1544","6","1531","0"
"2010 Federal election","Candidate","HEATLEY, Wendy Jean","32","Australian Greens","Franklin","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HEDGES-PHILLIPS, George Quintin","215","Secular Party of Australia","Fraser","ACT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HEFFERNAN, William Daniel","46","Liberal Party of Australia, NSW Division","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HEGEDUS, Stephen Michael","","Independent","Richmond","NSW","N","0","260","2","150","0"
"2010 Federal election","Candidate","HEMMERSBACH, Felicity","152","Family First Party","Bruce","VIC","N","0","0","0","330","0"
"2010 Federal election","Candidate","HENDERSON, Sarah Moya","43","Liberal Party of Australia (Victorian Division)","Corangamite","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HENNELLY, Richard Paul","","Independent","Paterson","NSW","N","0","0","0","1840","0"
"2010 Federal election","Candidate","HENNESSEY, Theodora","152","Family First Party","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HENRY, Dorothy Louise","","Independent","Hasluck","WA","N","0","0","0","2200","0"
"2010 Federal election","Candidate","HERBERT, Grant Robert","152","Family First Party","Macarthur","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HERRIDGE, Lee James Robert","191","Christian Democratic Party (Fred Nile Group)","Forrest","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HERRINGTON, Damian Rodney","152","Family First Party","Dawson","QLD","N","0","11159","5","7954","0"
"2010 Federal election","Candidate","HERSCHELL, Andrew Kenneth","152","Family First Party","Lilley","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HERSCHELL, Derrick Kenneth","152","Family First Party","Wide Bay","QLD","N","0","1239","2","10","0"
"2010 Federal election","Candidate","HESKETH, Craig John","154","Pauline Hanson's One Nation","Riverina","NSW","N","0","500","6","1160","0"
"2010 Federal election","Candidate","HETHERINGTON, Maurice Verney","188","Australian Citizens Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HIBBINS, Samuel","32","Australian Greens","Higgins","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HICKEY, Anthony John","32","Australian Greens","Sydney","NSW","N","0","17900","13","12949","0"
"2010 Federal election","Candidate","HICKS, Bruce Ian Hamilton","152","Family First Party","Mayo","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HILL, Cale John","49","National Party of Australia (WA) Inc","Forrest","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HILL, Shane Robin","53","Australian Labor Party (Western Australian Branch)","Durack","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HINCHCLIFFE, June Malvene","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HINMAN, Philippa Maria","190","Socialist Alliance","Grayndler","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HISHEH, Sami","51","Australian Labor Party (Victorian Branch)","Casey","VIC","N","0","0","0","5422","0"
"2010 Federal election","Candidate","HITCHINS, Mark Donald","215","Secular Party of Australia","Holt","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOARE, Phillip Barry","184","Shooters, Fishers and Farmers Party","Northern Territory","NT","N","0","3500","4","2200","0"
"2010 Federal election","Candidate","HOBAN, Desmond Francis","186","Queensland Greens","Oxley","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOCKEY, Joseph B","46","Liberal Party of Australia, NSW Division","North Sydney","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HODGES, Darrin John","","Independent","New South Wales","NSW","N","0","100","1","0","0"
"2010 Federal election","Candidate","HODGES, Robert Thomas","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOFFMAN, Keturah Jane","187","Online Direct Democracy - (Empowering the People!)","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOGAN, Kevin John","37","National Party of Australia - N.S.W.","Page","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOGG, Matthew Jason","","Independent","Riverina","NSW","N","0","0","0","38835","0"
"2010 Federal election","Candidate","HOLLAND, Sylvia Janet","152","Family First Party","Grey","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOLMES, Lee Carol","218","Freedom and Prosperity Party","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOLT, Noel Robert","197","Socialist Equality Party","Newcastle","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HONEYCHURCH, Trevor Maurice","152","Family First Party","Barker","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOOPER, Norman Henry Joseph","","Independent","New South Wales","NSW","N","0","0","0","900","0"
"2010 Federal election","Candidate","HOPKINS, Charles Francis","53","Australian Labor Party (Western Australian Branch)","Cowan","WA","N","0","0","0","11480","0"
"2010 Federal election","Candidate","HORNE, Vicki Elizabeth","192","Carers Alliance","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HORVAT, Anton","154","Pauline Hanson's One Nation","Makin","SA","N","0","0","0","600","0"
"2010 Federal election","Candidate","HOUGH, Robert William","52","Australian Labor Party (State of Queensland)","Moncrieff","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOWARD, Alan Stanley","152","Family First Party","Bendigo","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOWE, Roger Michael","5","Australian Democrats","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOWELL, David John","32","Australian Greens","Deakin","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HOWLETT, Jane","36","Liberal Party of Australia - Tasmanian Division","Franklin","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUDSON, Deborah","32","Australian Greens","Northern Territory","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUGGETT, Chris Orlando","184","Shooters, Fishers and Farmers Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUGHES, Hollie Alexandra","46","Liberal Party of Australia, NSW Division","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUMPHRIES, Gary John Joseph","40","Liberal Party of Australia - ACT Division","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUNT, Gregory Andrew","43","Liberal Party of Australia (Victorian Division)","Flinders","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUNT, Ronald William","152","Family First Party","Fairfax","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUNTER, Craig","43","Liberal Party of Australia (Victorian Division)","Bendigo","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUNTER, Robert William George","183","Liberal Democratic Party","Dickson","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUNTER, Wallace Alan","37","National Party of Australia - N.S.W.","Richmond","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUNTLEY, Andrew Bryan John","32","Australian Greens","O'Connor","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HURD, Steven David","51","Australian Labor Party (Victorian Branch)","Kooyong","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HURLEY, Stanislaus Joseph","152","Family First Party","Hughes","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUSIC, Edham Nurredin","50","Australian Labor Party (N.S.W. Branch)","Chifley","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUSTON, Jonathan Edward","41","Liberal Party (W.A. Division) Inc","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUTCHINS, Stephen Patrick","50","Australian Labor Party (N.S.W. Branch)","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUTCHINSON, Eric Russell","36","Liberal Party of Australia - Tasmanian Division","Lyons","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HUTTON, Paulene Stephanie","5","Australian Democrats","Tasmania","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","INGRAM, Sheridan Jessica","43","Liberal Party of Australia (Victorian Division)","Lalor","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","INGREY, William Robert","188","Australian Citizens Party","Dawson","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","IRELAND, Bede","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","IRONS, Stephen James","41","Liberal Party (W.A. Division) Inc","Swan","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","IRVINE, Nigel Peter","152","Family First Party","Perth","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ISHERWOOD, Craig William","188","Australian Citizens Party","Wills","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ISHERWOOD, Katherine Ann","188","Australian Citizens Party","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ISKANDER, Soubhi Dawood","190","Socialist Alliance","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JACKSON, Andrew Phillip","28","Democratic Labour Party","Longman","QLD","N","0","0","0","105","0"
"2010 Federal election","Candidate","JACKSON, Jonathan William Michael","27","Australian Labor Party (Tasmanian Branch)","Denison","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JACKSON, Neil Henry","219","Building Australia Party","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JACKSON, Noel William","28","Democratic Labour Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JACKSON, Sharryn Maree","53","Australian Labor Party (Western Australian Branch)","Hasluck","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JAKOB, Moniek Joachim","152","Family First Party","Robertson","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JAMESON, Darren Paul","46","Liberal Party of Australia, NSW Division","Robertson","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JANSON, Vickie Joy","191","Christian Democratic Party (Fred Nile Group)","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JARVIS, Jacqueline Ann","53","Australian Labor Party (Western Australian Branch)","Forrest","WA","N","0","3500","0","10959","0"
"2010 Federal election","Candidate","JEANNERET, Rodney Norman","","Independent","Groom","QLD","N","0","0","0","1043","0"
"2010 Federal election","Candidate","JECKS, Dawn Lorraine","32","Australian Greens","Brand","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JEFFERIS, Heath Antony","152","Family First Party","Gippsland","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","JEFFERY, Steven Alan","215","Secular Party of Australia","Capricornia","QLD","Y","0","0","0","0","0"
